Title,Abstract,Conclusion,Study_Area
Eventdriven deposition of snow on the Antarctic Plateau analyzing field measurements with SNOWPACK,," Over a three year period, the surface snow was intensively studied at Dome C. We put a large 24","['Antarctic Plateau', 'Dome']"
Evidence for dependency of bacterial growth on enzymatic hydrolysis of particulate organic matter in the mesopelagic ocean,,,[]
Evidence for exposed water ice in the Moons south polar regions from Lunar Reconnaissance Orbiter ultraviolet albedo and temperature measurements,,"Observational evidence from Diviner surface temperature mea- surements and LAMP ultraviolet albedo spectra is consistent with the presence of exposed water frost near the lunar south pole, with a distribution controlled by temperature. For locations with annual maximum temperatures Tmax < ???110 K, we find a strong correlation between decreasing annual maximum temperature and: (a) decreasing Lyman-a albedo, (b) decreasing ?€??€?on-band?€??€? (129.57?€?155.57 nm) albedo, and (c) increasing ?€??€?off-band?€??€? (155.57?€?189.57 nm) albedo. All of these features are consistent with the UV spectrum of water ice, and are expected for water ice layers >???100 nm in thickness. High regolith porosity, which would darken the surface at all wavelengths, cannot alone explain the observed spectral variations with temperature. Given the observed LAMP off-band/on-band albedo ratios at a spatial scale of 250 m, the range of water ice concentrations within the cold traps with Tmax < 110 K is ???0.1?€?2.0% by mass, if the ice is inti- mately mixed with dry regolith. If pure water ice is exposed instead, then up to ???10% of the surface area in some 250-m regions may be ice-covered. Note that these abundance estimates assume a two-component mixture, and could be in error if other volatiles or minerals are present in addition to water ice and highlands regolith.",[]
Evidence of mineral dust altering cloud microphysics and precipitation,"Abstract. Multi-platform and multi-sensor observations are employed to investigate the impact of mineral dust on cloud microphysical and precipitation processes in mesoscale con- vective systems. For a given convective strength, small hy- drometeors were more prevalent in the stratiform rain regions with dust than in those regions that were dust free. Evidence of abundant cloud ice particles in the dust sector, particu- larly at altitudes where heterogeneous nucleation of mineral dust prevails, further supports the observed changes of pre- cipitation. The consequences of the microphysical effects of the dust aerosols were to shift the precipitation size spectrum from heavy precipitation to light precipitation and ultimately suppressing precipitation.",Cloud systems are primarily controlled by large-scale dy- namics and thermodynamics and modulated by microphys- ical processes. The impact of the latter process is extremely uncertain but can be quite profound. In this study we used multi-platform and multi-sensor observations to investigate,[]
Evidence on earlylife income and latelife health from Americas Dust Bowl era,,"Conclusions and Implications Combining a broad range of health measures, multiple economic indicators, and a wide variety of econometric specifications and covariates, we are unable to find any statistically meaningful",[]
Evolution of Asian monsoons and phased uplift of the HimalayaTibetan plateau since Late Miocene times,,,[]
Evolution of organic aerosols in the atmosphere,,,[]
Evolutionary history of GS3 a gene conferring grain length in rice,,,[]
Experimental determination of the charge on dust particles forming Coulomb lattices,,,[]
Experimental investigation of optical snow properties,,,[]
Experiments and simulations of ionenhanced interfacial chemistry on aqueous NaCl aerosols,,,[]
Expert judgments about transient climate response to alternative future trajectories of radiative forcing,,,[]
Exposure to cobalt chromium dust and lung disorders in dental technicians,"Abstract Background - Dental technician's pneu- moconiosis is a dust-induced fibrotic lung disease of fairly recent origin. This study was carried out to estimate its occurrence in Sweden. Methods - Thirty seven dental technicians in central and south eastern Sweden with at least five years ofexposure to dust from cobalt chromium molybdenum (CoCrMo) alloys, identified by postal survey, agreed to undergo chest radiography and as- sessment oflung function and exposure to inorganic dust. Results - Six subjects (16%; 95% con- fidence interval 6% to 23%) showed radio- logical evidence of dental technician's pneumoconiosis. The lung function of the study group was reduced compared with historical reference material. With local exhaust ventilation dust levels were gen- erally low, whereas in dental laboratories without such equipment high levels of dust, particularly cobalt, were found. Conclusions - Pneumoconiosis may result from exposure to inorganic dust in the manufacturing of CoCrMo-based dental constructions. It is possible to reduce this hazard substantially by local exhaust vent- ilation. (Thorax 1995;50:769-772)",,['Sweden']
